,No,Site ID,Fuel Acc,Updated Site Name,Company Name,Region,TA,Segment,Sub Segment,Station Add,Postcode,District,State,Site ID 2,Latitude,Longitude,region,id,Sales_70020771,Sales_70100346,Total Sales,Assigned Township
143,149.0,RYW0291,90036126.0,TAMAN MALURI,STESEN MINYAK YZ,CENTRAL 2,C09,Urban,Residential,"Lot PT 128, Jalan Kg Pandan, Taman Maluri, Kuala Lumpur",54200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0291,3.142414,101.728049,Central,90036126,7536.0,1036.0,8572.0,Ampang
144,150.0,RYB0918,90037424.0,MRR2 AMPANG,SARZLAN VENTURE,CENTRAL 2,C09,Urban,Transient,"Lot PT 21, HS(D) 4976, Mukim Ampang, Selangor",43100.0,Ulu Langat,Selangor,RYB0918,3.141273,101.742583,Central,90037424,16663.5,2906.0,19569.5,Ampang
145,151.0,RYB1074,90039406.0,TMN DAGANG,KISFAPETRO TRADEPARK,CENTRAL 2,C09,Urban,Residential,"Lot 44706 (PT 12671 HS(d) 130125), Taman Dagang, Ampang, Selangor",68000.0,Gombak,Selangor,RYB1074,3.145305,101.755045,Central,90039406,17083.5,1532.0,18615.5,Ampang
146,152.0,RYW1139,90039407.0,COCHRANE PERKASA,DIA SENTIASA ENTERPRISE,CENTRAL 2,C09,Urban,Residential,"Lot 1246, Jalan Cochrane, Mukim Ampang, Kuala Lumpur",55100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1139,3.132615,101.727112,Central,90039407,8939.5,1287.0,10226.5,Cheras
147,153.0,RYB0454,90040088.0,PEKAN AMPANG,JELATEK SERVICE STATION,CENTRAL 2,C09,Urban,Residential,"Lot PT 27361, Pekan Ampang, Selangor",68000.0,Ulu Langat,Selangor,RYB0454,3.146305,101.763323,Central,90040088,9235.5,532.0,9767.5,Ampang
148,154.0,RYB0290,90040300.0,JALAN BUKIT BELACAN,STESEN ALSIRA,CENTRAL 2,C09,Urban,Residential,"Lot PT 476 - 484, Jln Bukit Belacan, Ampang, Selangor",68000.0,Ulu Langat,Selangor,RYB0290,3.148196,101.765159,Central,90040300,7758.0,945.5,8703.5,Ampang
149,155.0,RYW1023,90048256.0,KM 5.5 JALAN CHERAS,HISHIDA ENTERPRISE,CENTRAL 2,C09,Urban,Transient,"Lot 7424 HS(D) 11/375, KM 5.5, Jln Cheras (Kajang Bound), Kuala Lumpur",56000.0,Ulu Langat,W Persekutuan,RYW1023,3.10551,101.73226,Central,90048256,11162.5,1721.0,12883.5,Cheras
150,156.0,RYB0596,90041790.0,GASING INDAH,POTNAS MAJU ENTERPRISE,CENTRAL 2,C09,Urban,Residential,"Lot PT 13173 Jalan 5/46 Taman Gasing Indah, Petaling Jaya",46000.0,Petaling,Selangor,RYB0596,3.086883,101.663283,Central,90041790,5816.0,450.5,6266.5,Puchong Jaya
151,157.0,RYB0260,90046395.0,TAMAN PUTRA AMPANG,ARH DAGANG VENTURE,CENTRAL 2,C09,Urban,Residential,"Lot 25150, Taman Putra, Ampang, Selangor",68000.0,Gombak,Selangor,RYB0260,3.119151,101.76302,Central,90046395,9638.0,1533.0,11171.0,Ampang
152,158.0,RYW0159,90046459.0,JLN COCHRANE,DMHH VENTURES ,CENTRAL 2,C09,Urban,Residential,"No. 494, Jalan Tun Razak, Off Jalan Cochrane, Kuala Lumpur",50400.0,Ulu Langat,W Persekutuan,RYW0159,3.13474,101.71889,Central,90046459,4276.0,1297.0,5573.0,Cheras
153,159.0,RYW0042,90001821.0,BATU 8 JALAN IPOH,S/S ABU SAMAH,CENTRAL 2,C10,Urban,Transient,"Lot 6209, Batu 8, Jalan Ipoh, Batu Caves, Kuala Lumpur",68100.0,Gombak,W Persekutuan,RYW0042,3.243612,101.6632,Central,90001821,10450.0,4850.0,15300.0,Gombak
154,160.0,RYB0458,90016659.0,SELAYANG BY PASS,STESYEN SERVIS HASRAT MUDA,CENTRAL 2,C10,Urban,Residential,"Lot 20298, Mukim Batu, Selayang, Selangor",68100.0,Gombak,Selangor,RYB0458,3.241807,101.650455,Central,90016659,7200.0,1100.0,8300.0,Gombak
155,161.0,RYB0437,90017602.0,RAWANG RSA,BIG TREE TRADING,CENTRAL 2,C10,Highway,Interstate,"Kawasan Rehat & Rawat Rawang, Lebuhraya Utara - Selatan( Arah Utara), Selangor",48000.0,Gombak,Selangor,RYB0437,3.331399,101.55825,Central,90017602,18440.0,25496.5,43936.5,Rawang
156,162.0,RYB0463,90017655.0,RAWANG INDUSTRIAL PARK,ENJE SERVICES,CENTRAL 2,C10,Urban,Residential,"Lot 1253, Rawang Industrial Park, Rawang, Selangor",48000.0,Gombak,Selangor,RYB0463,3.310482,101.560348,Central,90017655,8083.5,4894.5,12978.0,Rawang
157,163.0,RYB0034,90018063.0,KUALA KUBU BAHRU,ABU SAMAH BIN BACHIK,CENTRAL 2,C10,Rural,Residential,"Batu 39, Jalan Gap, Kuala Kubu Baru, Selangor",44000.0,Ulu Selangor,Selangor,RYB0034,3.560329,101.651275,Central,90018063,5097.5,1043.0,6140.5,Kuala Kubu Baru
158,164.0,RYB0361,90030971.0,BATU 15 RAWANG,STESYEN SERVIS CARISTRA,CENTRAL 2,C10,Urban,Transient,"Lot 597-A, Batu 15, Taman Templer, Rawang, Selangor",48000.0,Gombak,Selangor,RYB0361,3.300928,101.602596,Central,90030971,7755.5,3570.5,11326.0,Rawang
159,165.0,RYB0606,90031859.0,SUNGAI CHOH,KB EZY ENTERPRISE,CENTRAL 2,C10,Urban,Transient,"LOT 3522 Sungai Choh, Mukim Serendah, Hulu Selangor, Selangor",48000.0,Ulu Selangor,Selangor,RYB0606,3.344782,101.587834,Central,90031859,7888.5,6708.5,14597.0,Serendah
160,166.0,RYB0787,90036657.0,TAMAN BERSATU,ZAHARIN EMAS ENTERPRISE,CENTRAL 2,C10,Urban,Residential,"Lot PT 10295 HS(M) 5549, Taman Bersatu, Batu 17 1/2, Jalan Rawang, Rawang, Selangor",48000.0,Gombak,Selangor,RYB0787,3.308827,101.583659,Central,90036657,12562.0,2165.5,14727.5,Rawang
161,167.0,RYB0434,90037358.0,SERENDAH,STESEN MINYAK MERIT EZY,CENTRAL 2,C10,Rural,Residential,"Lot 2059, Jalan Besar, Serendah, Selangor",48200.0,Ulu Selangor,Selangor,RYB0434,3.37439,101.614299,Central,90037358,6173.0,4260.5,10433.5,Serendah
162,168.0,RYB0113,90038067.0,SELAYANG BARU,STESYEN MINYAK JAFNI,CENTRAL 2,C10,Urban,Residential,"Lot 1051, Jalan Besar, Selayang Baru",68100.0,Gombak,Selangor,RYB0113,3.243386,101.667388,Central,90038067,8538.5,2122.5,10661.0,Gombak
163,169.0,RYB0424,90038076.0,R&R ULU BERNAM,AMZASS PETROPLUS SERVICES,CENTRAL 2,C10,Highway,Interstate,"KM 124, Kawasan Rehat & Rawat Lebuhraya Utara Selatan (PLUS) Arah Selatan, Ulu Bernam, Selangor",35800.0,Ulu Selangor,Selangor,RYB0424,3.663211,101.520589,Central,90038076,7653.0,12787.5,20440.5,Hulu Bernam
164,170.0,RYB0705,90038111.0,BANDAR BARU RAWANG,SAUJANA RAWANG ENTERPRISE,CENTRAL 2,C10,Urban,Residential,"Plot C Bandar Baru Rawang, Selangor",48300.0,Gombak,Selangor,RYB0705,3.325161,101.579077,Central,90038111,15486.0,4448.5,19934.5,Rawang
165,171.0,RYB0982,90038350.0,BUKIT BERUNTUNG,ACTGREEN SERVICE STATION,CENTRAL 2,C10,Urban,Residential,"Lot 10496, Bandar Bukit Beruntung, Mukim Serendah Ulu Selangor",48200.0,Ulu Selangor,Selangor,RYB0982,3.413401,101.55774,Central,90038350,17989.0,7802.5,25791.5,Bukit Beruntung
166,172.0,RYB0607,90041819.0,LOT 12953 RAWANG,PROFIX FLEET MARKETING,CENTRAL 2,C10,Urban,Residential,"Lot PT 11887 Batu 19 3/4 Jalan Rawang-Kundang, Rawang, Selangor",48000.0,Gombak,Selangor,RYB0607,3.311044,101.557513,Central,90041819,9815.5,8276.5,18092.0,Rawang
167,173.0,RYB0983,90042916.0,BANDAR TASEK PUTRI,STESEN MINYAK HIDAYAT IDRIS,CENTRAL 2,C10,Sub Urban,Residential,"Lot PT 31681, HSM 12849, Persiaran Tan Sri Low Yow Chuan, Bandar Tasik Puteri, Rawang, Selangor",48000.0,Gombak,Selangor,RYB0983,3.275662,101.474861,Central,90042916,22250.0,2750.0,25000.0,Kundang
168,174.0,RYB0147,90042990.0,BATANG KALI,ZAHARIN MUTIARA ENTERPRISE,CENTRAL 2,C10,Rural,Transient,"Lot 916, Bt 31, Pekan Batang Kali, Selangor",44300.0,Ulu Selangor,Selangor,RYB0147,3.465439,101.638458,Central,90042990,5080.5,3096.5,8177.0,Batang Kali
169,175.0,RYB0856,90045093.0,KM 33 JALAN RAWANG KUNDANG,SAUJANA KUNDANG ENTERPRISE,CENTRAL 2,C10,Rural,Residential,"PT 1560. No. HS(D) 54927, Jalan Sg Bakau, Jalan Rawang - Sg Bakau, Mukim Rawang,  Selangor",48000.0,Gombak,Selangor,RYB0856,3.310658,101.538973,Central,90045093,8100.0,4200.0,12300.0,Rawang
170,176.0,RYB0660,90046124.0,BATANG KALI 2,PETROMAXS SERVICES,CENTRAL 2,C10,Rural,Residential,"No 79 Jalan Meranti 1A,  Seksyen 3, Bandar Utama Batang Kali,  Hulu Selangor, Selangor",44300.0,Ulu Selangor,Selangor,RYB0660,3.463633,101.651916,Central,90046124,11149.5,1346.5,12496.0,Batang Kali
171,177.0,RYW1076,90047205.0,TAMAN WILAYAH,STESYEN WILAYAH GEMILANG,CENTRAL 2,C10,Urban,Residential,"LOT 55602 & 55603, JALAN 4/2B, TAMAN WILAYAH, SELAYANG, BATU CAVES",68100.0,Selangor,W Persekutuan,RYW1076,3.237141,101.660318,Central,90047205,8124.0,1976.0,10100.0,Gombak
172,178.0,RYB1258,90048100.0,DATARAN KUALA KUBU BHARU,DASBA ENTERPRISE ,CENTRAL 2,C10,Sub Urban,Transient,"PETRONAS Dataran Kuala Kubu Bharu, Jalan Kuala Kubu Bharu, 44000 Kuala Kubu Bharu, Selangor",44000.0,Kuala Kubu Bharu,Selangor,RYB1258,3.554139,101.643259,Central,90048100,,,0.0,Kuala Kubu Baru
173,179.0,RYB0076,90001823.0,AU2 TMN KERAMAT,KOPERASI K/T PETRONAS BHD,CENTRAL 2,C11,Urban,Residential,"Lot 2, Jalan AU 2A/16, Taman Keramat, Selangor",54200.0,Ulu Langat,Selangor,RYB0076,3.171495,101.75072,Central,90001823,12104.5,1543.5,13648.0,Ulu Klang
174,180.0,RYW0235,90002020.0,TMN SETIAWANGSA,MARZ AUTOSERVICES,CENTRAL 2,C11,Urban,Residential,"Lot 16794, Jalan Bukit Setiawangsa, Tmn Setiawangsa, Kuala Lumpur",54200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0235,3.178016,101.743258,Central,90002020,15287.0,759.5,16046.5,Ulu Klang
175,181.0,RYB0594,90032527.0,LOT 279 HULU KLANG,MR TWO SERVICES,CENTRAL 2,C11,Urban,Transient,"Lot 279, Bt 7 1/2, Jalan Hulu Kelang, Ampang, Selangor",68000.0,Ulu Langat,Selangor,RYB0594,3.201818,101.760844,Central,90032527,10402.0,2117.0,12519.0,Ulu Klang
176,182.0,RYW0335,90033579.0,TAMAN MELATI,CEMERLANG PETROSERVICE,CENTRAL 2,C11,Urban,Residential,"Lot PT 9094, Taman Melati, Kuala Lumpur",53000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0335,3.224856,101.729006,Central,90033579,13215.0,2172.5,15387.5,Kampung Sungai Pusu
177,183.0,RYB0718,90034392.0,JALAN JELATEK 2,WARISAN JELATEK ENTERPRISE,CENTRAL 2,C11,Urban,Residential,"Lot 883 Jalan Jelatek, Hulu Kelang, Selangor",54200.0,Gombak,Selangor,RYB0718,3.172482,101.734425,Central,90034392,12234.0,969.5,13203.5,Ulu Klang
178,184.0,RYB0840,90035438.0,JALAN KOLAM AYER,STESEN MINYAK BESTARI,CENTRAL 2,C11,Urban,Residential,"Lot 36904, Jalan Kolam Air Lama, Ampang, Selangor",68000.0,Gombak,Selangor,RYB0840,3.160072,101.754584,Central,90035438,16173.5,1214.5,17388.0,Ulu Klang
179,185.0,RYW0503,90036135.0,SETAPAK INDAH,SAHABAT MESRA ENTERISE,CENTRAL 2,C11,Urban,Residential,"Lot PT 2381, Jalan 1A/6, Taman Setapak Indah, Kuala Lumpur",53000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0503,3.209792,101.718286,Central,90036135,8000.0,400.0,8400.0,Batu Caves
180,186.0,RYB0675,90036385.0,BUKIT ANTARABANGSA,JAMALUDDIN NORDIN ENTERPRISE,CENTRAL 2,C11,Urban,Residential,"Lot PT 3429, Jalan Wangsa 2, Bukit Antarabangsa, Ampang,Selangor",68000.0,Gombak,Selangor,RYB0675,3.191901,101.770082,Central,90036385,14319.0,787.5,15106.5,Ulu Klang
181,187.0,RYB0847,90037599.0,HULU KLANG 2,WARITH IMAN ENTERPRISE,CENTRAL 2,C11,Urban,Transient,"Lot 911, GM No 222 MRR 11, Mukim Hulu Kelang, Ampang",68000.0,Gombak,Selangor,RYB0847,3.203335,101.758686,Central,90037599,14548.0,3158.5,17706.5,Ulu Klang
182,188.0,RYW0801,90037719.0,JALAN TUN RAZAK,ABINA RESOURCES,CENTRAL 2,C11,Urban,Transient,"Lot 25, CT 8901, Seksyen 87 Jalan Tun Razak, Kuala Lumpur",50400.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0801,3.171668,101.70946,Central,90037719,13307.5,1525.5,14833.0,Ulu Klang
183,189.0,RYW0257,90038465.0,WANGSA MELAWATI,SMN PETROSERVICE,CENTRAL 2,C11,Urban,Residential,"Lot 20271 & 20272, Wangsa Melawati, Jalan Hulu Kelang, Kuala Lumpur",53300.0,Gombak,W Persekutuan,RYW0257,3.210662,101.743939,Central,90038465,10940.5,1592.5,12533.0,Ulu Klang
184,190.0,RYB0075,90047624.0,AU5 LEMBAH KERAMAT,MAM PETRO SERVICE ,CENTRAL 2,C11,Urban,Residential,"Lot 10, Jalan AU 5, Taman Lembah Keramat, Huku Kelang, Selangor",54200.0,Gombak,Selangor,RYB0075,3.200993,101.755217,Central,90047624,7286.5,302.0,7588.5,Ulu Klang
185,191.0,RYB0366,90040476.0,KLANG GATE,SJ TRADE,CENTRAL 2,C11,Urban,Transient,"Lot 5162, Jalan Genting Kelang, Batu 6, Kg. Klang Gate Baru, Ampang, Selangor",53300.0,Ulu Langat,Selangor,RYB0366,3.212243,101.74431,Central,90040476,3321.0,944.5,4265.5,Ulu Klang
186,192.0,RYW0976,90041010.0,SEK. 2 WANGSA MAJU,NADI IMAN ENTERPRISE,CENTRAL 2,C11,Sub Urban,Residential,"Lot 6318, 6319, 6320, 6323, 6324 & 6325, Jalan 2/27-A, Wangsa Maju, Mukim Setapak, Kuala Lumpur",63300.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0976,3.19953,101.726396,Central,90041010,13469.5,2096.5,15566.0,Ulu Klang
187,193.0,RYW0604,90041247.0,JALAN GENTING KLANG,PETRONIAGA MESRA SERVICES,CENTRAL 2,C11,Urban,Residential,"Lot Pt 2686, Mukim Setapak, Jalan Genting Kelang, Kuala Lumpur",53300.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0604,3.200605,101.719246,Central,90041247,6648.5,1033.0,7681.5,Ulu Klang
188,194.0,RYW0017,90046469.0,"LOT 59, JLN AMPANG",ZANRAI ENTERPRISE,CENTRAL 2,C11,Urban,Residential,"Lot 59, Batu 3, Jalan Ampang, Kuala Lumpur",50450.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0017,3.160859,101.730019,Central,90046469,9423.5,652.0,10075.5,Ulu Klang
189,195.0,RYW0134,90046458.0,JALAN RU,RHU BARAKAH ENTERPRISE,CENTRAL 2,C11,Urban,Residential,"Lot 4295 & 4310, Jln Rhu, Off Jln Ampang, Kuala Lumpur",50450.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0134,3.158963,101.745115,Central,90046458,8133.0,671.0,8804.0,Ulu Klang
190,196.0,RYW0849,90045935.0,SETAPAK ,ARNA JAYA RESOURCES,CENTRAL 2,C11,Urban,Residential,"Lot 8945 PN 111, Jalan Genting Klang, Setapak, Kuala Lumpur",53200.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0849,3.19296,101.70954,Central,90045935,9221.5,813.0,10034.5,Batu Caves
191,197.0,RYB0753,90038823.0,R&R KINRARA,REM ENTERPRISE,CENTRAL 2,C11,Highway,Intrastate,"Km 46.6 Kawasan Rehat dan Rawat Kinrara, Lebuhraya KESAS, Selangor",58200.0,Petaling,Selangor,RYB0753,3.066682,101.65654,Central,90038823,7552.5,3743.5,11296.0,Puchong Jaya
192,198.0,RYW0755,90046903.0,R&R AWAN BESAR,RIZQ DAIM EMPIRE,CENTRAL 2,C11,Highway,Intrastate,"Km 47.2 Awan Besar Lebuhraya Kesas, Kuala Lumpur",58200.0,Petaling,W Persekutuan,RYW0755,3.065667,101.662865,Central,90046903,12000.0,4250.0,16250.0,Puchong Jaya
193,199.0,RYB0255,90014617.0,TAMAN TAMING JAYA,STESEN SERVIS USMAJAYA,CENTRAL 3,C13,Urban,Residential,"PT 12842, Taman Taming Jaya, Balakong, Selangor",43300.0,Ulu Langat,Selangor,RYB0255,3.025346,101.741514,Central,90014617,23293.0,6624.0,29917.0,Balakong
194,200.0,RYW0453,90016450.0,TAMAN TENAGA,TENAGA CEKAP ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot 3643, Batu 3 1/2 ,Taman Tenaga, Kuala Lumpur",52100.0,Ulu Langat,W Persekutuan,RYW0453,3.11417,101.723937,Central,90016450,10202.5,584.0,10786.5,Cheras
195,201.0,RYW0133,90018104.0,TAMAN SEGAR,DIWANIS ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot PT 39732, Taman Segar, Kuala Lumpur",56100.0,Ulu Langat,W Persekutuan,RYW0133,3.087238,101.74282,Central,90018104,11553.0,997.0,12550.0,Cheras
196,202.0,RYB0465,90018109.0,BALAKONG 2,MAZA INDAH ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot 7906, Jalan Balakong, Taman Sg. Besi Indah, Balakong, Selangor",43300.0,Ulu Langat,Selangor,RYB0465,3.027356,101.72344,Central,90018109,9897.5,3261.5,13159.0,Balakong
197,204.0,RYB0544,90018542.0,CHERAS PERDANA,ANFAL ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"LOT 21854 (PT 16292) Taman Cheras Perdana, Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB0544,3.047514,101.768255,Central,90018542,10318.0,1284.0,11602.0,Bandar Tun Hussein Onn
198,205.0,RYW0620,90032125.0,ALAM DAMAI,STESEN SERVIS SRI DAMAI,CENTRAL 3,C13,Urban,Residential,"Lot 899 (SPPR Sungai Midah), Mukim Cheras, Kuala Lumpur",56000.0,Ulu Langat,W Persekutuan,RYW0620,3.070697,101.745252,Central,90032125,10514.0,1300.5,11814.5,Bandar Tun Hussein Onn
199,206.0,RYW0666,90032989.0,EAST WEST LINK,WAJAH SUTERA PETROSERVIS,CENTRAL 3,C13,Highway,Intrastate,"Lot PT 8060, L/raya Hubungan Timur Barat (Connaught H/way), Cheras, Kuala Lumpur",57100.0,Ulu Langat,W Persekutuan,RYW0666,3.091404,101.71112,Central,90032989,12954.0,3271.0,16225.0,Cheras
200,207.0,RYB0688,90033383.0,DAMAI PERDANA,ANJUNG ENOLILS,CENTRAL 3,C13,Urban,Residential,"Lot 1557 Bandar Baru Damai Perdana, Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB0688,3.053254,101.744082,Central,90033383,19736.0,2763.0,22499.0,Bandar Tun Hussein Onn
201,208.0,RYB0719,90033765.0,BUKIT NANDING,LE MYRA ENTERPRISE,CENTRAL 3,C13,Sub Urban,Residential,"Batu 121/2  Bukit Nanding, Hulu Langat, Selangor",43100.0,Ulu Langat,Selangor,RYB0719,3.0994,101.802345,Central,90033765,24565.5,7281.5,31847.0,Taman Sri Nanding
202,209.0,RYW0712,90033768.0,BDR SRI PERMAISURI,KK DAGANG ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot PT4282 Jalan 5/105  Bandar Sri Permaisuri, Kuala Lumpur",56100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0712,3.095683,101.71262,Central,90033768,12589.0,1915.0,14504.0,Cheras
203,210.0,RYB0942,90036728.0,TMN PUTERA BUDIMAN,TELAGA QAUSAR RESOURCES,CENTRAL 3,C13,Urban,Residential,"Lot PT 41658, HS(D) 53482, Taman Putera Budiman, Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0942,3.009953,101.735717,Central,90036728,13926.5,15928.5,29855.0,Balakong
204,211.0,RYB1075,90038193.0,BANDAR MAHKOTA CHERAS,EMIZAF JAYA ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot 33121, Persiaran Mahkota 2, Bandar Mahkota Cheras,  Selangor",43200.0,Ulu Langat,Selangor,RYB1075,3.051146,101.786826,Central,90038193,14685.5,1796.5,16482.0,Bandar Tun Hussein Onn
205,212.0,RYB1056,90039485.0,TAMAN RAKAN,AL QADR ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"PT 47809 HS(D) 125476 Bandar (Jalan) Sunagi Long (Taman Rakan), Mukim Cheras, Selangor",43100.0,Ulu Langat,Selangor,RYB1056,3.035868,101.784482,Central,90039485,14522.5,2010.5,16533.0,Bandar Tun Hussein Onn
206,213.0,RYW1099,90040648.0,BDR ALAM DAMAI,ZMN ALAM DAMAI ENTERPRISE,CENTRAL 3,C13,Sub Urban,Residential,"PT 9886 HS(D) 107859, Alam Damai, Cheras, Selangor",56000.0,Ulu Langat,Selangor,RYW1099,3.073595,101.738558,Central,90040648,6363.5,3929.0,10292.5,Bandar Tun Hussein Onn
207,214.0,RYB0701,90041661.0,BDR TUN HUSSEIN ONN  2,ARANNA ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot PT 25433 Mukim Cheras, Bandar Tun Hussein Onn, Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB0701,3.05498,101.758003,Central,90041661,15700.0,1000.0,16700.0,Bandar Tun Hussein Onn
208,215.0,RYB1178,90041864.0,PERSIARAN MAHKOTA CHERAS,SCS PRIMA ENTERPRISE,CENTRAL 3,C13,Sub Urban,Residential,"Lot 368 (Plot B), Bt. 10 1/2, Jln Cheras, Mukim Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB1178,3.052415,101.776233,Central,90041864,8201.0,1512.5,9713.5,Bandar Tun Hussein Onn
209,216.0,RYW0528,90042755.0,TAMAN LEN SEN,BABA NYONYA SERVICES,CENTRAL 3,C13,Urban,Residential,"Lot 19783-19785, Jalan Len Seng, Off Jalan Cheras, Kuala Lumpur",56000.0,Ulu Langat,W Persekutuan,RYW0528,3.074276,101.745406,Central,90042755,1076.5,879.0,1955.5,Bandar Tun Hussein Onn
210,217.0,RYB0663,90043797.0,BDR TUN HUSSEIN ONN 1,AKNH KAMALIA ENTERPRISE,CENTRAL 3,C13,Urban,Residential,"Lot PT 19298 Mukim Cheras, Bandar Tun Hussein Onn, Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB0663,3.049278,101.762738,Central,90043797,8291.0,706.5,8997.5,Bandar Tun Hussein Onn
211,218.0,RYW0510,90044606.0,LOT 353 CHERAS,CAHAYA ILHAM PETRO,CENTRAL 3,C13,Urban,Transient,"Lot 353, Batu 3, Jalan Cheras, Kuala Lumpur",56100.0,Ulu Langat,W Persekutuan,RYW0510,3.121586,101.72882,Central,90044606,7000.0,650.0,7650.0,Cheras
212,219.0,RYW1175,90046176.0,SALAK JAYA SB,SJ TRADE BERKAT,CENTRAL 3,C13,Highway,Transient,"KM 13.8, Lebuh Raya Sungai Besi (Arah Selatan), Kuala Lumpur",57100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1175,3.09072,101.70076,Central,90046176,9787.5,3175.5,12963.0,Cheras
213,220.0,RYW1138,90046857.0,NGV BANDAR TUN RAZAK,GRAND MILLION EMPIRE,CENTRAL 3,C13,Urban,Transient,"Lot PT 522, Jalan Batu Kong, Bandar Tun Razak, Kuala Lumpur",57100.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW1138,3.077445,101.713972,Central,90046857,2281.5,246.5,2528.0,Cheras
