,No,Site ID,Fuel Acc,Updated Site Name,Company Name,Region,TA,Segment,Sub Segment,Station Add,Postcode,District,State,Site ID 2,Latitude,Longitude,region,id,Sales_70020771,Sales_70100346,Total Sales,Assigned Township
214,221.0,RYB0029,90047838.0,UNIKEB 1,HBY ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot 8761, Jalan 1/1 Persimpangan 1/3 Bandar Baru Bangi, Selangor",43650.0,Ulu Langat,Selangor,RYB0029,2.957315,101.779224,Central,90047838,3920.0,332.0,4252.0,Bandar Baru Klang
215,222.0,RYB0259,90001931.0,SUNGAI MERAB,STESYEN MINYAK AZRAF,CENTRAL 3,C14,Sub Urban,Residential,"Lot 5088, Jln Sungai Merab Luar, Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0259,2.942888,101.7401,Central,90001931,17843.5,2653.5,20497.0,Bandar Baru Bangi
216,223.0,RYB0539,90018433.0,UNIKEB 2,KOPERASI UNIKEB BERHAD,CENTRAL 3,C14,Urban,Residential,"Lot 7 & 9 Jalan 4/1 Seksyen 4, Bandar Baru Bangi, Selangor",43650.0,Ulu Langat,Selangor,RYB0539,2.942435,101.768423,Central,90018433,9772.5,614.5,10387.0,Bandar Baru Bangi
217,224.0,RYB0649,90032560.0,SEC 15 BDR BARU BANGI,CITIONE CONVENIENCE STORE,CENTRAL 3,C14,Urban,Residential,"Seksyen 15 Bandar Baru Bangi, Selangor",43000.0,Ulu Langat,Selangor,RYB0649,2.93433,101.768356,Central,90032560,19458.0,2554.0,22012.0,Bangi
218,225.0,RYB0651,90032619.0,SILK HIGHWAY,KOPERASI LLM BERHAD,CENTRAL 3,C14,Highway,Intrastate,"Kawasan Hentian Sebelah L/raya Sungai Ramal,  L/raya Lingkaran Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0651,2.98097,101.743824,Central,90032619,23735.5,7794.5,31530.0,Country Heights
219,226.0,RYW0720,90033722.0,PUTRAJAYA PRECINT 11,AZZKA PETRO ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot PT 3354, Precint 11, Putrajaya",62300.0,Wilayah Persekutuan Putrajaya,W Putrajaya,RYW0720,2.956912,101.684291,Central,90033722,17030.0,1845.0,18875.0,Cyberjaya
220,227.0,RYW0727,90033725.0,PUTRAJAYA PRECINT 9D,IDZWAN PETROSERVICE,CENTRAL 3,C14,Urban,Residential,"Lot PT 836, Precint 9, Putrajaya",62250.0,Wilayah Persekutuan Putrajaya,W Putrajaya,RYW0727,2.940499,101.673494,Central,90033725,19398.5,2696.5,22095.0,Cyberjaya
221,228.0,RYW0770,90034067.0,PUTRAJAYA PRECINT 16,NMN ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot PT 2495, Jalan P16, Precint 16, Putrajaya",62150.0,Wilayah Persekutuan Putrajaya,W Putrajaya,RYW0770,2.933708,101.707746,Central,90034067,26826.5,2025.0,28851.5,Cyberjaya
222,229.0,RYB0788,90034238.0,SEKSYEN 3 BANGI,BYHATIE UTAMA,CENTRAL 3,C14,Urban,Residential,"Lot PS 1, Jalan 3/1 Seksyen 3, Bandar Baru Bangi, Selangor",43650.0,Ulu Langat,Selangor,RYB0788,2.938879,101.775409,Central,90034238,18460.5,1611.0,20071.5,Bangi
223,230.0,RYB0732,90035660.0,CYBERJAYA,ARAFOIL RESOURSE,CENTRAL 3,C14,Urban,Residential,"Lot PT 12099 HS (D) 7085, Site 1A, Cyberjaya, Selangor",63000.0,Sepang,Selangor,RYB0732,2.918804,101.659257,Central,90035660,24508.0,1769.0,26277.0,Cyberjaya
224,231.0,RYB0940,90036715.0,SEKSYEN 9 BANGI,PERMATA BANGI ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot PT 55687 HS(D) 81796, Jln Persiaran Kemajuan, Seksyen 9 Bdr Baru Bangi, Selangor",43650.0,Ulu Langat,Selangor,RYB0940,2.960917,101.751109,Central,90036715,12107.0,1896.5,14003.5,Bandar Baru Bangi
225,232.0,RYB0851,90037825.0,JALAN REKO 2,KAS ENTERPRISE,CENTRAL 3,C14,Urban,Transient,"GM 45, Lot 783, Batu 17 Jalan Reko, Mukim Kajang, Hulu Langat, Selangor",43000.0,Ulu Langat,Selangor,RYB0851,2.969029,101.789118,Central,90037825,15344.5,3889.5,19234.0,Bandar Baru Klang
226,233.0,RYB1109,90038862.0,PUCHONG GATEWAY,REZEKI NAIM ENTERPRISE,CENTRAL 3,C14,Highway,Intrastate,"Lot PT 48733, Mukim Petaling (LDP Puchong Gateway), Selangor",47100.0,Petaling,Selangor,RYB1109,2.982077,101.649335,Central,90038862,13448.0,4581.5,18029.5,Puchong Perdana
227,234.0,RYB1100,90039375.0,SKVE,VISI TUAH ENTERPRISE,CENTRAL 3,C14,Highway,Intrastate,"HSM No. 12810, PT No. 20188, Air Hitam Puchong, Dengkil, Selangor",43300.0,Sepang,Selangor,RYB1100,2.97334,101.674504,Central,90039375,23160.5,8704.5,31865.0,Cyberjaya
228,235.0,RYB0997,90039444.0,SEKSYEN 7 BANGI,BANGI TUJUH ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"PT 61591 HS(D) 109493 Seksyen 7, Bandar Baru Bangi, Selangor",43650.0,Ulu Langat,Selangor,RYB0997,2.968748,101.773651,Central,90039444,17798.0,2438.5,20236.5,Bandar Baru Klang
229,236.0,RYB0996,90040246.0,SEK 16 BDR BARU BANGI,WANIMAS ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot PT 71313 HSD 140427, Seksyen 16, Bandar Baru Bangi, Selangor",43100.0,Ulu Langat,Selangor,RYB0996,2.943948,101.765163,Central,90040246,7747.5,768.0,8515.5,Bandar Baru Bangi
230,237.0,RYW1130,90040750.0,PRESINT 18 PUTRAJAYA,FADHLYN ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"Lot PT 12850 HS(D) 8220 Precint 18, Putrajaya",62100.0,Wilayah Persekutuan Putrajaya,W Putrajaya,RYW1130,2.920361,101.694932,Central,90040750,14877.5,1489.5,16367.0,Cyberjaya
231,238.0,RYB0860,90041059.0,PERSIARAN APEC,IMS APEC STATION,CENTRAL 3,C14,Urban,Transient,"Lot PT 29771 HS(D) 17393, Persiaran APEC, Cyber 3, Mukim Dengkil, Selangor",63000.0,Sepang,Selangor,RYB0860,2.936029,101.661171,Central,90041059,21170.0,3952.0,25122.0,Cyberjaya
232,239.0,RYB1242,90041882.0,PUTRA PERDANA,MAWADDAH BAA ENTERPRISE,CENTRAL 3,C14,Sub Urban,Residential,"Lot PT 46710, Bandar Putra, Mukim Dengkil, Selangor",47100.0,Sepang,Selangor,RYB1242,2.95874,101.61725,Central,90041882,18305.5,4706.0,23011.5,Bandar Saujana Putra
233,240.0,RYB0747,90043536.0,PERSIARAN JAYA ,NLR PRIMA MARKETING & SERVICES,CENTRAL 3,C14,Urban,Transient,"Lot PT 28768 HS(M) 21664, Bandar Baru Bangi Industrial Zon 1, Sungai Ramal Dalam",43000.0,Ulu Langat,Selangor,RYB0747,2.972664,101.750223,Central,90043536,5434.0,1017.0,6451.0,Bandar Baru Bangi
234,241.0,RYW0398,90046599.0,PUTRAJAYA 1,RIZQYI ADN ENTERPRISE,CENTRAL 3,C14,Urban,Residential,"LOT PT 1442 HSC(M) Mukim Dengkil Precint 9, Putrajaya",62250.0,Wilayah Persekutuan Putrajaya,W Putrajaya,RYW0398,2.936222,101.673317,Central,90046599,17613.5,1121.0,18734.5,Cyberjaya
235,242.0,RYB1182,90046951.0,SILK HIGHWAY 2,RRAZ SYNERGY VENTURES,CENTRAL 3,C14,Urban,Highway ,"Lot 44116, KM 26.8, Lebuhraya Silk (Arah Kajang), ",43300.0,Ulu Langat,Selangor,RYB1182,2.981698,101.741374,Central,90046951,25319.5,5437.5,30757.0,Country Heights
236,243.0,RYB0189,90001870.0,DENGKIL,S/S PTBH PLDG K.DENGKIL,CENTRAL 3,C15,Urban,Residential,"Lot 270, Jalan Air Hitam, Dengkil, Selangor",43800.0,Sepang,Selangor,RYB0189,2.86108,101.678249,Central,90001870,18124.0,6216.5,24340.5,Dengkil
237,244.0,RYB0293,90001941.0,BANTING,KORIAH  SUDAR,CENTRAL 3,C15,Urban,Residential,"Lot 2883, Jalan Morib, Banting",42700.0,Kuala Langat,Selangor,RYB0293,2.801152,101.492859,Central,90001941,9653.5,1649.5,11303.0,Banting
238,245.0,RYB0554,90018632.0,OLAK LEMPIK,SYARIKAT DAYA INSAN,CENTRAL 3,C15,Sub Urban,Transient,"LOT PT 4024 HSM 5694 MK Tanjung 12, Olak Lempit, Banting",42700.0,Kuala Langat,Selangor,RYB0554,2.833045,101.606968,Central,90018632,8738.0,6319.5,15057.5,Dengkil
239,246.0,RYB0837,90034754.0,KANCHONG DARAT,WAWASAN KD ENTERPRISE,CENTRAL 3,C15,Urban,Residential,"Lot 1145 HS(M) 2053, Km 2 Jalan Banting-Morib, Mukim Klanang, Banting, Selangor",42700.0,Kuala Langat,Selangor,RYB0837,2.790671,101.485914,Central,90034754,15114.0,3584.5,18698.5,Banting
240,247.0,RYN0173,90037488.0,SEREMBAN ARAH SELATAN,GASING MEWAH ENTERPRISE,CENTRAL 3,C15,Highway,Interstate,"Km 274.4 Lebuhraya Kuala Lumpur - Seremban, Peti Surat 48, Seremban, Negeri Sembilan",70700.0,Seremban,Negeri 9,RYN0173,2.763575,101.831276,Central,90037488,14862.0,27777.0,42639.0,Salak Tinggi
241,248.0,RYB0146,90039658.0,TANJUNG SEPAT,N S BOLEH ENTERPRISE,CENTRAL 3,C15,Rural,Residential,"Lot 436, Jln Besar, Tanjung Sepat",42800.0,Kuala Langat,Selangor,RYB0146,2.661662,101.562359,Central,90039658,6763.5,2804.5,9568.0,Tanjung Sepat
242,251.0,RYB0500,90041295.0,KLIA 1,EXQ RESOURCES,CENTRAL 3,C15,Highway,Intrastate,"Lot PT 3906, Jalan Terminal, KLIA, Sepang, Selangor",64000.0,Sepang,Selangor,RYB0500,2.764877,101.683411,Central,90041295,7240.0,1922.0,9162.0,KLIA
243,252.0,RYN1230,90041951.0,KUARTERS KLIA,HASMY DIVERSIFIED,CENTRAL 3,C15,Sub Urban,Transient,"Lot 20861, Geran 122012, Bandar Baru Kota Sri Mas, Nilai, Negeri Sembilan",71800.0,Seremban,Negeri 9,RYN1230,2.770091,101.763992,Central,90041951,23654.0,2453.5,26107.5,Salak Tinggi
244,256.0,RYB0305,90044082.0,JENJARUM ,JMZ SEMANTAN ENTERPRISE,CENTRAL 3,C15,Urban,Transient,"Lot 2465, Kg Sungai Rambai, Jenjarum",42600.0,Kuala Langat,Selangor,RYB0305,2.885099,101.492064,Central,90044082,9462.0,9527.5,18989.5,Teluk Panglima Garang
245,257.0,RYB1199,90044172.0,OLAK LEMPIT (ARAH DENGKIL),DANISH DHANIA PETROL STATION,CENTRAL 3,C15,Sub Urban,Transient,"GM 1149 Lot 1988, Mukim Tanjung 12, Kuala Langat, Selangor",42700.0,Kuala Langat,Negeri 9,RYB1199,2.836984,101.582954,Central,90044172,9259.5,7272.5,16532.0,Teluk Datok
246,258.0,RYB1039,90044174.0,BANDAR BARU SALAK TINGGI,BUKIT QURNIA ENTERPRISE,CENTRAL 3,C15,Urban,Transient,"Lot PT 10621, HS(D) 4429, Taman Bunga Raya, Bandar Baru Salak Tinggi, Selangor",43900.0,Sepang,Selangor,RYB1039,2.806282,101.716322,Central,90044174,14500.0,4500.0,19000.0,Salak Tinggi
247,259.0,RYB0529,90044669.0,ELITE HIGHWAY,RAZAKID ELITE ENTERPRISE,CENTRAL 3,C15,Highway,Intrastate,"CH 22600,Kawasan Rehat & Rawat Dengkil,L/Raya Utara-Selatan, Hubungan Tengah, Dengkil, Selangor",43800.0,Sepang,Selangor,RYB0529,2.910696,101.609228,Central,90044669,8740.0,8542.5,17282.5,Cyberjaya
248,260.0,RYB0508,90045978.0,PEKAN SALAK,STRONGWELL RESOURCES,CENTRAL 3,C15,Urban,Residential,"Lot 37-40, Jalan Besar, Pekan Salak, Selangor",43900.0,Sepang,Selangor,RYB0508,2.783475,101.750701,Central,90045978,10131.0,2681.0,12812.0,Salak Tinggi
249,261.0,RYB0745,90046078.0,BUKIT CHANGGANG,DFF PRIMA ENTERPRISE,CENTRAL 3,C15,Sub Urban,Residential,"No. PT 14588, Taman D'Menara, Bukit Changgang, Banting, Selangor",42700.0,Kuala Langat,Selangor,RYB0745,2.815126,101.640473,Central,90046078,12415.0,3442.0,15857.0,Dengkil
250,262.0,RYB0236,90047177.0,SG MANGGIS,BERKAT PERKASA RESOURCES,CENTRAL 3,C15,Urban,Transient,"Lot PT 4515, Jalan Sungai Manggis, Banting",42700.0,Kuala Langat,Selangor,RYB0236,2.827727,101.529936,Central,90047177,8922.0,3300.0,12222.0,Teluk Datok
251,263.0,RYB0199,90046896.0,PEKAN SEMENYIH ,MS PETRO TRADING,CENTRAL 3,C16,Urban,Residential,"Lot PT 1457 HS (D) 10683, Pekan Semenyih, Hulu Langat Semenyih 43500 Selangor",43500.0,Ulu Langat,Selangor,RYB0199,2.945054,101.848058,Central,90046896,13466.0,3540.0,17006.0,Semenyih
252,264.0,RYB0351,90031772.0,BATU 1 JALAN SEMENYIH,S & S SERVICE & SUPPLIERS,CENTRAL 3,C16,Urban,Transient,"Lot 22521, Bt 1, Jln Semenyih, Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0351,2.991407,101.796472,Central,90031772,13271.0,1990.5,15261.5,Kajang
253,265.0,RYB0608,90031955.0,GRAND SAGA,GRAND SAGA PETROL STATION,CENTRAL 3,C16,Highway,Intrastate,"Lot 219 Lebuhraya Cheras Kajang, Cheras, Selangor",43200.0,Ulu Langat,Selangor,RYB0608,3.062843,101.771159,Central,90031955,16025.5,3424.5,19450.0,Bandar Tun Hussein Onn
254,267.0,RYB0670,90032997.0,GRAND SAGA 2,DE WINNER SERVICE STATION,CENTRAL 3,C16,Highway,Intrastate,"Lot H.S(M) 21178 PT 41316 Mukim Kajang, Daerah Hulu Langat, Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0670,3.011082,101.77462,Central,90032997,19149.5,13150.5,32300.0,Kajang
255,268.0,RYB0686,90033406.0,GRAND SAGA 3,GRANDQUEST SUPERSTATION,CENTRAL 3,C16,Highway,Intrastate,"Lot 432 Lebuhraya Grand Saga (Kajang Bound), Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0686,3.025585,101.772001,Central,90033406,16677.5,3764.0,20441.5,Bandar Tun Hussein Onn
256,269.0,RYB0771,90034750.0,PRIMA SAUJANA 2,PERMATA SAUJANA ENTERPRISE,CENTRAL 3,C16,Urban,Transient,"Lot 17892 Sublot A, Taman Prima Saujana, Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0771,3.008018,101.80363,Central,90034750,17234.0,2603.0,19837.0,Kajang
257,270.0,RYB0855,90038517.0,JALAN SEMENYIH,VND PREMIER ENTERPRISE,CENTRAL 3,C16,Urban,Transient,"Lot PT 1536 HS (D) 55329, Jalan Semenyih, Mukim Semenyih, Selangor",43000.0,Ulu Langat,Selangor,RYB0855,2.963359,101.837138,Central,90038517,20611.0,7284.5,27895.5,Semenyih
258,271.0,RYB1101,90039450.0,TMN PELANGI SEMENYIH,SATRIA SINAR ENTERPRISE,CENTRAL 3,C16,Urban,Residential,"Lot 26796 Pelangi Semenyih, Mukim Semenyih, Selangor",43500.0,Ulu Langat,Selangor,RYB1101,2.928477,101.857339,Central,90039450,32373.0,5446.5,37819.5,Semenyih
259,272.0,RYN1209,90041457.0,NILAI IMPIAN,MAFFASWIQ ENTERPRISE,CENTRAL 3,C16,Sub Urban,Residential,"Lot 1227, Jalan Mutiara, Nilai Impian, Nilai, Negeri Sembilan",71800.0,Seremban,Negeri 9,RYN1209,2.8448,101.814466,Central,90041457,11377.0,8432.5,19809.5,Beranang
260,275.0,RYB0769,90043960.0,PRIMA SAUJANA 1,EMPAYAR PRIMA ENTERPRISE,CENTRAL 3,C16,Urban,Transient,"Sublot D, Prima Saujana, Mukim Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0769,3.007178,101.802948,Central,90043960,14914.5,3874.5,18789.0,Kajang
261,276.0,RYN0470,90044218.0,PEKAN NILAI,JAMONEY ENTERPRISE,CENTRAL 3,C16,Urban,Residential,"Lot 5945, Pekan Nilai, Negeri Sembilan",71800.0,Seremban,Negeri 9,RYN0470,2.805013,101.80046,Central,90044218,3532.0,916.5,4448.5,Salak Tinggi
262,277.0,RYB0941,90045102.0,BANDAR SERI PUTRA,ALFATEH SERVICE STATION,CENTRAL 3,C16,Urban,Residential,"Lot PT 39138, Bandar Seri Putra, Mukim Kajang, Selangor",43000.0,Ulu Langat,Selangor,RYB0941,2.887336,101.793352,Central,90045102,30114.0,3851.5,33965.5,Bangi
263,278.0,RYN1302,90047093.0,PAJAM, S3 ENERGY SDN BHD,CENTRAL 3,C16,Urban,Residential,"No.3, Pusat Perniagaan D'Galla, Jalan Nilai - Pajam,",71800.0,Seremban,Negeri 9,RYN1302,2.842665,101.828567,Central,90047093,9774.0,4163.5,13937.5,Beranang
264,279.0,RYB0396,90001879.0,UPM SERDANG ,KOPERASI UNIVERSITI PUTRA MALAYSIA,CENTRAL 3,C17,Urban,Residential,"Lot 6306, Jalan Besar, Mukim Dengkil, Serdang",43400.0,Petaling,Selangor,RYB0396,3.011001,101.72095,Central,90001879,9188.0,870.0,10058.0,Serdang
265,280.0,RYW0505,90017484.0,TECHNOLOGY PARK MALAYSIA,TECHNOLOGY PARK MALAYSIA CORP.,CENTRAL 3,C17,Urban,Transient,"Lot PT 4783 & 3064,  Lebuhraya Seremban - Kuala Lumpur, Bukit Jalil, Kuala Lumpur",57000.0,Wilayah Persekutuan Kuala Lumpur,W Persekutuan,RYW0505,3.056497,101.704491,Central,90017484,17972.5,6300.5,24273.0,Serdang
266,281.0,RYB0586,90031344.0,BANDAR KINRARA,STESEN MINYAK ZAZ,CENTRAL 3,C17,Urban,Residential,"Lot 37331 Jalan Kinrara 5, Seksyen 5 Bandar Kinrara, Puchong",47100.0,Petaling,Selangor,RYB0586,3.046302,101.642065,Central,90031344,10461.5,1036.5,11498.0,Puchong Jaya
267,282.0,RYW0646,90032557.0,BUKIT JALIL,TECHNOLOGY PARK MALAYSIA,CENTRAL 3,C17,Urban,Transient,"Lot PT 7004 H.S.(D) 95960 Mukim Petaling, Bukit Jalil, Kuala Lumpur",57000.0,Petaling,W Persekutuan,RYW0646,3.04886,101.679609,Central,90032557,11086.0,1763.0,12849.0,Serdang
268,283.0,RYB0647,90032586.0,TAMAN EQUINE,KEJAYAAN TEGUH ENTERPRISE,CENTRAL 3,C17,Urban,Residential,"Lot 53391 PN 7404 Taman Equine,  Mukim Petaling,  Selangor",43300.0,Petaling,Selangor,RYB0647,2.994429,101.6759,Central,90032586,31257.0,4739.5,35996.5,Serdang
269,284.0,RYB0696,90033831.0,PUCHONG PRIMA,MERALI ENTERPRISE,CENTRAL 3,C17,Urban,Residential,"Lot PT 1161, HS (D) 135350 Puchong Perdana, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0696,3.001416,101.596476,Central,90033831,18942.0,2492.0,21434.0,Puchong Perdana
270,285.0,RYB0702,90034054.0,SG BESI - PUCHONG BY PASS,PILIHAN MESRA ENTERPRISE,CENTRAL 3,C17,Urban,Transient,"Lot Pt 17732 - 17740 Sungai Besi -Puchong Bypass (kinrara) Mukim Petaling, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0702,3.05014,101.628809,Central,90034054,13743.0,2303.5,16046.5,Puchong Jaya
271,287.0,RYB0853,90035505.0,TAMAN MERANTI JAYA,STESYEN MINYAK MERANTI JAYA,CENTRAL 3,C17,Urban,Residential,"Lot 13985, Taman Meranti Jaya, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0853,2.978778,101.612954,Central,90035505,25773.0,5227.0,31000.0,Puchong Perdana
272,288.0,RYB0975,90036711.0,LDP PUCHONG UTAMA,MOLIZA ENTERPRISE,CENTRAL 3,C17,Urban,Residential,"Lot 30476 HS(D) 93764, Mukim & Daerah Petaling, Lebuhraya Damansara-Puchong (Hillcrest), Petaling, Selangor",47100.0,Petaling,Selangor,RYB0975,2.999106,101.611782,Central,90036711,18947.0,6043.5,24990.5,Puchong Perdana
273,289.0,RYB0967,90036725.0,BANDAR KINRARA 2,MASNADI ENTERPRISE,CENTRAL 3,C17,Urban,Residential,"Lot 4054, Phase 5A, Jalan Kinrara 6, Bandar Kinrara, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0967,3.036698,101.654736,Central,90036725,10572.0,1527.0,12099.0,Puchong Jaya
274,290.0,RYB0416,90038901.0,SRI KEMBANGAN,BE STATION,CENTRAL 3,C17,Urban,Residential,"Lot 3464, Jalan Raya 2, Bandar Baru Sri Kembangan, Selangor",43300.0,Petaling,Selangor,RYB0416,3.019962,101.713495,Central,90038901,6330.5,1682.5,8013.0,Serdang
275,291.0,RYB1058,90039232.0,LEBUH PUTERI,MICKEY PUCHONG PETROL STATION,CENTRAL 3,C17,Urban,Residential,"Lot 5471 & 5473, Lebuh Puteri, Bandar Puteri Puchong, Selangor",47100.0,Petaling,Selangor,RYB1058,3.013576,101.621824,Central,90039232,25764.0,4508.5,30272.5,Puchong Perdana
276,292.0,RYB0397,90039286.0,BT. 14 PUCHONG,PSS PILIHAN UTAMA ENTERPRISE,CENTRAL 3,C17,Urban,Transient,"Lot 6972, Kg Baru, Bt 14 Jalan Puchong, Puchong",47100.0,Petaling,Selangor,RYB0397,2.988889,101.622694,Central,90039286,20883.5,5173.5,26057.0,Puchong Perdana
277,293.0,RYB0992,90039751.0,BANDAR PUNCAK JALIL,LEGASI PUNCAK,CENTRAL 3,C17,Urban,Residential,"Lot 60226 HS (D) 201977, Mukim Petaling, Bandar Puncak Jalil, Selangor",57000.0,Petaling,Selangor,RYB0992,3.027066,101.679853,Central,90039751,19543.5,2053.5,21597.0,Serdang
278,294.0,RYB0761,90040791.0,SAUJANA PUCHONG,SMART SERVICE STATION,CENTRAL 3,C17,Urban,Residential,"Lot PT 16928 HSD 61959 Taman Saujana Puchong, Puchong, Selangor",47100.0,Petaling,Selangor,RYB0761,2.9926,101.640463,Central,90040791,10643.0,1394.5,12037.5,Puchong Perdana
279,295.0,RYB1119,90041079.0,SOLARIS SERDANG,BESJAYA ENTERPRISE,CENTRAL 3,C17,Highway,Intrastate,"KM 0.7, Lebuhraya Sg. Besi, Seri Kembangan, Selangor",43300.0,Petaling,Selangor,RYB1119,3.005595,101.726045,Central,90041079,15144.0,6006.0,21150.0,Country Heights
280,296.0,RYB1044,90041100.0,SOLARIS PUTRA,ZEENUN ENTERPRISE,CENTRAL 3,C17,Highway,Interstate,"PGS KM 305, PLUS Arah Selatan, Lot 896, GRN 46223, Mukim Kajang, Selangor",43650.0,Ulu Langat,Selangor,RYB1044,3.00585,101.725133,Central,90041100,18737.5,9117.0,27854.5,Country Heights
281,297.0,RYB0389,90041530.0,PUCHONG JAYA,RIZQ PETRO SERVICES,CENTRAL 3,C17,Urban,Residential,"Lot 9428 Bandar Puchong Jaya, Puchong",47100.0,Petaling,Selangor,RYB0389,3.05312,101.623625,Central,90041530,8724.5,1257.0,9981.5,Puchong Jaya
282,298.0,RYB1040,90047944.0,ALAM SUTERA,KOPERASI KAKITANGAN PETRONAS BERHAD (KOPETRO) ,CENTRAL 3,C17,Urban,Transient,"Lot PT 4550, Lebuhraya Bukit Jalil, Bandar Kinrara, Puchong, Selangor",47100.0,Petaling,Selangor,RYB1040,3.05245,101.65231,Central,90047944,3329.0,653.0,3982.0,Puchong Jaya
283,299.0,RYB0613,90044088.0,BDR SERI KEMBANGAN,AZAMEGA ENTERPRISE,CENTRAL 3,C17,Urban,Residential,"Lot 1833 Seri Kembangan, Mk Petaling, Serdang, Selangor",43300.0,Petaling,Selangor,RYB0613,3.016397,101.70296,Central,90044088,17291.5,3409.5,20701.0,Serdang
284,405.0,RYC0304,90047507.0,FELDA KECHAU,KPF NIAGA SDN BHD -  FELDA KECHAU,EAST 2,E05,Rural,Transient,"Felda Kechau 01, Padang Tengku",27100.0,Lipis,Pahang,RYC0304,4.324942,102.017907,Central,90047507,4202.0,4365.0,8567.0,Hulu Bernam
285,415.0,RYC0515,90017657.0,GENTING SEMPAH,STANA-PETROL,EAST 2,E05,Highway,Interstate,"Genting Sempah, Kuala Lumpur-Karak Highway",28700.0,Bentong,Pahang,RYC0515,3.35208,101.79099,Central,90017657,7209.0,2654.5,9863.5,Setapak
286,642.0,RYA0100,90037135.0,TANJUNG MALIM,NEKUCHEE RESOURCES,NORTH 2,N09,Sub Urban,Residential,"Pt 8136, Mukim Ulu Bernam Timur, Tanjung Malim, Daerah Batang Padang",35900.0,Muallim,Perak,RYA0100,3.694841,101.518221,Central,90037135,12447.5,2733.5,15181.0,Hulu Bernam
